sentence,label
Availability and Implementation: The software and the source code are available at https://sites. google.com/site/2dspan/.,"1
"
"Existing tracing tools like, Filament Tracer (http://www.bitplane.com/imaris/filamenttracer), Amira (http://www.fei.com/software/amira-3d-for-life-sciences/), Eutectic NTS (http://neuronland.org/NLMorphologyConverter/ morphology formats eutectic s spec html 3dma neuron (http:// wwwamssunysbedulindquis3 dma3dmaneuron3dma neuron.","0
"
"In the article, we briefly describe the theory behind the developed segmentation algorithm and highlight the main features of the 2dSpAn interface and software architecture.","1
"
"Finally, we conclude with a discussion on open source software development, limitations and future plans..","0
"
"To assess the efficacy of the developed tool, we first analyzed dendritic spine structural changes with respect to two image datasets, before and after c ltp.","1
"
We are currently working on that issue and hope to improve the same in the upcoming version of the software.,"1
"
"Finally, on the availability of the developed software, we would like to mention that the complete open source platform independent package is available at https://sites googlecom site 2dspan for non-commercial use by the research community..","1
"
The aim of the 2Struc server is to provide easy access to the information produced by a variety of these SSE assignment tools.,"1
"
"3Dmol.js is a modern, object oriented JavaScript library that uses the latest web technologies to provide interactive, hardware accelerated three dimensional representations of molecular data without the need to install browser plugins or Java.","1
"
Availability and implementation: 3Dmol.js is distributed under the permissive BSD open source license.,"1
"
Algorithms that can automatically create such diverse and well packed non-native conformations from any protein structure should have a broad impact on the development of advanced protein force field and folding simulation methods.,"0
"
"In this work, we aim to develop a new algorithm, 3d robot dedicated for high quality protein decoy generation by the extension of it asser based fragment structure assembly simulations.","1
"
"Functional mapping integrates mathematical aspects of trait development into a QTL mapping framework, enabling geneticists to test the interplay between gene action and development packed functional mapping into a web based platform, fun map for a mapping population derived from inbred lines.","0
"
"Here, we report a new package of Windows software, 3FunMap, which conducts functional mapping of dynamic QTLs segregating in a full sib family derived from two heterozygous parents.","1
"
"discussion we described a Windows software, 3FunMap, to perform functional mapping in a full sib family by considering unique outcrossing characteristics of heterozygous parents.","0
"
"To our best knowledge, this is a first package of software that can handle dynamic QTL segregation in a full sib family in a comprehensive way.","1
"
Availability and Implementation: 4d genome is freely accessible at http://4dgenome.int-med. uiowa.edu.,"1
"
Availability and implementation: Source code is available at:.,"1
"
"Availability and implementation: The PBF approach has been implemented in the BALD (Bayesian analysis of LD differences) C++ software, and is available from http://homepages.lshtm.ac uk tg clark downloads Contact:.","1
"
Availability and implementation: The Cþþ source code implementing trio de novo is freely available at https://medschool.vanderbilt.edu/cgg..,"1
"
The C source code implementing trio de novo and related resources are available on the authors' website (https:// med school vanderbilt educ gg.,"1
"
Availability: The software and source code for this method is available for download from our website: http://compbio.cs.toronto edu cry oem Contact:.,"1
"
"Availability and implementation: The challenge Web site (http:// www code solorzano com cell tracking challenge provides access to the training and competition datasets, along with the ground truth of the training videos.","1
"
It also provides access to Windows and Linux executable files of the evaluation software and most of the algorithms that competed in the challenge..,"1
"
"For example, when working with gene and protein features, if gene r encodes a protein that belongs to a protein of class c, then r,c is equal to 1; otherwise, it is equal to 0 ().","0
"
"Commonly, the binary values 1 and 0 mean that under experimental condition c, gene r is either expressed or not, respectively ().","0
"
Availability and implementation: The Matlab toolbox is freely available through the Oxford e research Centre website: http://www.oerc ox ac uk research bio image software Contacts:.,"1
"
"In recent years, the bio inspired algorithm has become increasingly useful as an optimization tool ().","0
"
"a discretized food source for an artificial bee colony df abc algorithm, to an SVM model to develop a hybrid df abc svm classification model which achieves fast convergence and has good prediction capability when handling complex and varying types of ovarian cancer datasets.","0
"
"This research seeks to develop a new bio inspired algorithm to quickly search for specific ovarian cancer biomarkers, which is typically a laborious process, and the resulting specificity and sensitivity is typically insufficient for the early detection of ovarian cancer.","1
"
We believe that our discovery of new stage specific genes can allow for the development of a rapid screening platform for oncogenes and thus improve early diagnosis of various types of cancer..,"1
"
Availability and implementation: The library is open source and dual licensed under the Mozilla Public License Version 2.0 and GNU General Public License Version 2.0.,"1
"
cell sys is a modular software tool for efficient off lattice simulation of growth and organization processes in multi-cellular systems in 2D and 3D.,"1
"
Availability: cell sys is freely available for non-commercial use at http://msysbio.com/software/cellsys.,"1
"
"Here we present an adaptable software tool (named cell sys that implements a class of lattice free agent based models permitting realistic simulations of tissue growth and organization processes of common experimental settings in vitro, as the growth dynamics in monolayer cultures and multi-cellular spheroids dr as do and * To whom correspondence should be addressed.).","1
"
Availability and implementation: The software is implemented in Java and can be freely downloaded from http://utr.sourceforge.net/..,"1
"
The methods developed in this article have been implemented using Java in a computationally efficient and user friendly software package available from http://utr.sourceforge.net/.,"1
"
Availability and implementation: The proposed procedures are implemented in R and are available at.,"1
"
"Although the application of these platforms enables comprehensive DNA methylation profiling at economical cost, they can only interrogate C sites of given regions at moderate resolution.","0
"
Availability: Source code and sequence data are available at.,"1
"
Availability and implementation: The population tree inference method s tells H has been implemented as part of the s tells program.,"1
"
We show that finding a BTP is an np complete problem; derive an approximation algorithm for an optimization version of the problem; and present a recursive algorithm to find a BTP with errors in the input.,"1
"
Availability and implementation: Python and MATLAB implementations of our method are available at.,"1
"
"This recursive algorithm is fast in practice and runs in less than a minute, on a single CPU, for each of our simulated or real samples..","1
"
Availability and implementation: Source code is available freely at:.,"1
"
"Although ad hoc software tools exist for the feature matching, the definition of a combinatorial model for this problem is still not available.","0
"
An immediate one is that the final outcome of the algorithms is unpredictable without running the software on a specific input.,"0
"
"As such, the performance of the algorithm remains at the mercy of the implementation details such as the choice of (many) parameters and sometimes even special considerations hard-coded in the software by a junior programmer to handle a special case of the training (and testing) data.","1
"
"The separation of the problem formulation, the algorithm development and the program implementation can help reduce the aforementioned overfitting tendency.","1
"
"And the algorithm development should strive to compute a solution that meets the specified property, instead of fitting the data that happen to be in the researcher's hands.","1
"
Availability and implementation: The EL Vira software is available from.,"1
"
Availability: The compiled version of com cipher can be found at.,"1
"
"Availability: Data accession number SRA081939, code at.","1
"
"Additionally, we find that many of these tools are inconvenient to use in practice, and there remains a need for easy to use cross platform tools for performing network alignment..","0
"
"We present the problem of network alignment, overview the various approaches that have been proposed to solve the problem and evaluate the quality of the alignments produced by a wide range of different alignment algorithms from the first generation of global alignment tools to the most recently published techniques.","1
"
"First and foremost, code and documentation quality must be improved for a tool to see widespread use.","0
"
"Availability: The data we used to compare the algorithms are available on demand, since we think they represent an important benchmark that can be used to easily compare novel algorithmic ideas with the state of the art.","1
"
"Moreover, we had to re-implement six of the algorithms surveyed because the original code was not available to us.","1
"
"The parallel C code runtimes of BS, CS and MM are greater than their serial counterparts.","0
"
introduction genotype imputation has proven to be a powerful tool in genome wide association studies g was by facilitating fine mapping and the merging of datasets from different genotyping platforms ().,"0
"
"Large sequencing centers have traditionally employed or collaborated with teams of software engineers and computational biologists to develop the software and algorithms for sequencing hardware interfaces, enterprise data storage, sequence assembly and finishing, genome feature prediction and annotation, database mining, comparative analysis and database user interface development.","0
"
"While many of the components developed by these teams are now available online under open access terms, the development of new, high throughput sequencing technologies has necessitated updates to these tools and development of even more sophisticated algorithms to address the challenges raised by the new data.","0
"
"New and improved tools released for these technologies on a monthly basis include assemblers, mapping algorithms, base calling and error correction tools, and a multitude of other programs.","0
"
It provides an additional tool to various other available softwares to address multi stationarity ().Most methods are developed in several references or apply to certain specializations.,"0
"
"There is, then, an urgent need to develop novel adjuvants to support the development of vaccines against pathogens that have been so far refractory to the traditional vaccination strategies, to address effective vaccines against unmet medical need.","0
"
"To correct for these biases, many software packages have been developed in order to generate an unbiased interaction map ().","0
"
"Availability: The mod p methodology has been implemented into EDGE, a comprehensive gene expression analysis software package in R, available at http://genomine.org/edge/..","1
"
"The methodology presented in this article has been implemented in the EDGE software package (), freely available at http://genomine.org/edge/..","1
"
"Using this model, we developed a new approach and a corresponding tool, context net based on a dynamic programming algorithm for identifying signalling paths linking proteins to their downstream target genes.","1
"
"Availability: Renaissance counting is implemented in the development branch of BEAST, freely available at.","1
"
Python code and command line utilities implementing CROC curves and metrics are available at.,"1
"
"introduction one of the most widely used tools to assess the performance of a classification or ranking algorithm in statistics and machine learning is the Receiver Operating Characteristic (ROC) curve, plotting true * To whom correspondence should be addressed.","0
"
Availability and Implementation: The R package containing the implementation of the proposed method in C þþ is available at: https://github.com/JavonSun/mvbc.git and also at the R platform https://www.r-project.org/.,"1
"
"The silver standard is biased by the choice of algorithm used to generate it, and the quality of the write-ups does not always predict the best performing algorithms.","0
"
"Availability and implementation: The source code of MAP is distributed as open source under the GNU GPL license, the MAP program and all simulated datasets can be freely available at.","1
"
"illumina com SOLiD (http://www.appliedbiosystems.com) and h elicos (http://www.helicosbio.com) are available in meta genomic projects, many efforts have been devoted to develop assembly tools such as s sake (), Velvet () and euler sr euler usr ().","0
"
"We have computed the access i bilities with an originally developed software package, called r access which computes the accessibility of all the segments of a fixed length for a given RNA sequence when the maximal distance between base pairs is limited to a fixed size W.","1
"
Availability: The C++ source code of the r access software is available at http://www.ncrna.org/software/Raccess/ The microarray.,"1
"
Availability: The code and data sets are available for download on.,"1
"
introduction a proliferation in the development and application of high throughput measurement platforms in biological research has resulted in the increasing availability of multiple levels of molecular data available for the same biological sampling units.,"0
"
Availability and implementation: The shape based model is available as an open source R package at that is archived on the git hub software repository at https://github.com/ramseylab/ reg shape.,"1
"
Availability: Our implementation of the algorithm is available at http://www.fi.muni.cz/ lex atriplex as source code and a web based search tool.,"1
"
The approach is presented in the form of an algorithm based on previously published algorithms for detection of palindromes.,"1
"
"We implemented our algorithm as a program written in C, using a reasonable set of parameters based on published data.","1
"
"discussion in this article, we examined the overall proteomic data analysis workflow and demonstrated that our newly proposed dynamic wavelet based pre-processing algorithm is able to significantly outperform currently available MS/MS pre-processing algorithms by producing more accurate peptide and protein identifications and increasing the spectra SNR.","1
"
Implementation of a parallel version of the algorithm will be a topic of further work.,"0
"
"Availability and implementation: The new approach will be used to determine md as for UniProt and Ensembl, and made available via the Gene3D website.","1
"
We reduce the computational burden considerably by developing memory and cpu efficient algorithms for evaluating splitting rules in the tree building process.,"1
"
"Leveraging a computationally efficient tree building algorithm, the procedure has limited requirements for CPU time and memory.","0
"
"For a gene with 20 SNPs in a study of 2000 cases and 2000 controls, it takes 45 s to run the procedure with 10 5 permutation steps on a Linux machine with a 2.8-GHz Xeon CPU.","0
"
We have created an R package implementing the procedure (http://www.hanzhang.name/softwares/treat).,"1
"
An R package named g granger containing an implementation for both Granger causality identification tests is also provided.,"1
"
"An R package named g granger containing the identification method for Granger causalities, the bootstrap procedure and the LRT with Bartlett correction is provided.):.","1
"
"Results: We propose a new km er counting algorithm and associated implementation, called Jellyfish, which is fast and memory efficient.","1
"
The main application to which we apply our new km er counting algorithms here is counting km ers in sequencing reads from large genome sequencing projects where the length n of the sequence to process is equal to the length g of the genome sequenced times the coverage c of the sequencing project (n = gc).,"0
"
"In contrast to other point matching algorithms, our algorithm is able to match multiple point sets simultaneously and not only based on their geometrical equivalence, but also based on the similarity of the density in the immediate point neighborhood.","1
"
Availability: The program is available upon request as a Matlab code package.,"1
"
"The recent advance in search engine technology, such as the Apache Lucene TM () information retrieval software library, provides a scalable and high performance index structure as well as powerful and efficient search algorithms to build a fast search engine for our Peptide Match service.","1
"
The web application is developed in Java Server pages servlets running on Apache Tomcat 6.,"0
"
"Availability: All sources (optimization routines, RNA folding, RNA evaluation, extended secondary structure visualization) are published under the GPLv3 and available at www tbi univ ie a cat software rna wolf.","1
"
Researchers have developed software tools that perform statistical analysis of the experimental data contained within Skyline documents.,"1
"
Tool developers can now easily share their tools with proteomics researchers using Skyline.,"1
"
Availability and implementation: Skyline is available as a single click self updating web installation at http://skyline.maccosslab.org.,"1
"
This combination has motivated researchers and instrument vendors developing software tools with applications in targeted quantitative proteomics to seek seamless integration with Skyline.,"1
"
"Existing tools have been developed outside of Skyline in R, Python and Java or exist as Web sites (R  ost et al., 2012).","0
"
Motivation: The availability of flexible open source software for the analysis of gene expression raw level data has greatly facilitated the development of widely used preprocessing methods for these technologies.,"1
"
"The package is based on the BioConductor principles of transparency, reproducibility and efficiency of development.","1
"
"It extends the existing tools and leverages existing code for visualization, accessing data and widely used preprocessing routines.","1
"
The oligo package implements a unified paradigm for preprocessing data and interfaces with other BioConductor tools for downstream analysis.,"1
"
"Availability: The oligo package is freely available through BioConductor, http://www.bioconductor.org.","1
"
introduction open source software significantly simplified the development and distribution of preprocessing methods for gene expression microarrays.,"0
"
"The BioConductor project () is one hub of tools for the analysis of genomic data and distributes, among others, the affy package (), the most used tool for analysis of Affymetrix gene expression arrays.","1
"
"Based on the BioConductor principles of transparency, reproducibility and efficiency of development, we developed the oligo package.","1
"
"Because it is implemented in R, every feature of this statistical software is at the researcher's disposal.","0
"
"Classes used by its companion, the pd info builder package, are based on a broader class, offering in heritability properties and transparency to the user, who benefits from the fact that annotation packages use SQL databases to minimize their memory footprint.","0
"
We show how the package can serve as an interface between the data files and methodologies implemented by other BioConductor packages.,"0
"
"To let one choose an appropriate multiple testing procedure in practice, we develop an algorithm by which FDR can be correctly and reliably estimated.","1
"
Availability and implementation: The code is freely available at www.,"1
"
"The Java implementation is fast and extensible, and includes a graphical user interface.","0
"
Availability and implementation.,"1
"
"On the other hand, the computational tools which are necessary to perform such V C The Author 2015.","0
"
Availability: The software dnm filter implemented using a combination of Java and R is freely available from the website at.,"1
"
These challenges necessitate the development of effective and automated DNM filtering algorithms.,"0
"
"For example, Variant Quality Score Recalibration in Genome Analysis Toolkit g atk uses a semi supervised machine learning algorithm, Gaussian mixture model, to estimate the probability that each variant is a true polymorphism rather than a sequencer, alignment or data processing artifact, by evaluating sequence features extracted from true variants (typically HapMap 3 sites and polymorphic sites on the Omni 2.5M SNP chip array) ().","0
"
We choose gradient boosting as the classification algorithm for dnm filter based on recent reports showing that it can achieve better performance than other supervised machine learning algorithms in many conditions () and our own preliminary comparative analysis (data not shown).,"0
"
"In this article, we use gradient boosting machine as well as stochastic gradient boosting implemented in the R gbm package (http://cran.r-project.org/web/packages/gbm/index.html).","1
"
We hope that dnm filter is useful to the community as either a stand-alone tool for detecting dn ms or a filtering strategy combined with other DNM detection tools to boost both sensitivity and specificity.,"1
"
Availability: The program with the predictive models can be found at http://www.bioinf.uni-freiburg.de/Software/SH3PepInt/SH3PepInt.tar.,"1
"
"Availability and Implementation: The plugin is written in Python and is freely available for download at http://foldxyasara.switchlab.org/ and supported on Linux, MacOSX and MS Windows.","1
"
Availability: The algorithms described in this article are implemented in the open source software modeling platform bioch am available at.,"1
"
The performance of the algorithm is assessed by comparing the alignment results of homologous genomic segments in Arabidopsis thaliana to those obtained by using both a progressive alignment method and an earlier graph based implementation.,"0
"
Availability: http://bioinformatics.psb.ugent.be/software.,"1
"
"introduction in the past decades, considerable effort has been devoted to the development of algorithms for the alignment of biological sequences at the nucleotide or amino acid level.","0
"
"Therefore, most multiple sequence alignment (MSA) tools are based on progressive alignment, in which N sequences are aligned through N 1 applications of a pairwise alignment algorithm, usually guided by a tree that determines the order in which the sequences are combined.","0
"
"The proposed alignment algorithm is part of the iterative automatic detection of homologous regions iad hore software (), a map based method to detect homologous genomic segments within or between the genomes of related organisms.","1
"
"First, the basic graph based alignment algorithm will be explained, followed by the development of a heuristic to resolve consistency problems in this graph, so called conflicts.","0
"
The new gg2 aligner has been implemented in the latest 3.0 version of iad hore and its C++ source code can be downloaded for academic purposes (http://bioinformatics.psb.ugent.be/software).,"1
"
The algorithm has been implemented in the latest version of iad hore 3.0.,"1
"
"Results: We describe a web interface to set up and run calculations with the AMBER package, which we called amps nmr amber based Portal Server for NMR structures).","1
"
Availability and Implementation: amps nmr is embedded within the NMR services of the we nmr project and is available at http://py-enmr.cerm.unifi.it/access/index/amps-nmr; its use requires registration with a digital certificate.,"1
"
Availability and implementation: We implemented gtd t in Cþþ and the source code and the detailed usage are available on the authors website (https://medschool..,"1
"
"Given that causal rare variants may act in complex mechanisms at different loci for different diseases, it is critical to develop methods that can encompass flexible models in a unified framework, and to provide tools that enable the community to carry out such analyses.","0
"
"In this study, we describe a general framework for group-wise TDT gtd t for rare variants and implement a few classical genetic models in a user friendly and computationally efficient tool.","1
"
"To overcome this limitation and to develop an efficient software, we propose a hidden ferromagnetic Ising model for chip chip data analysis.","1
"
Availability: A software called i chip is freely available at.,"1
"
"The major limitation of these algorithms, as pointed out by, is that the baum welch algorithm tends to converge to a local maximum of the likelihood function and the Viterbi training algorithm even fails to converge to a local maximum of the likelihood in some cases.","1
"
"As the computational and memory costs of our implementation of the baum welch algorithm (in particular, the gamma values) grow according to on b 2 ), where n  number of bins and b  number of states, this would become prohibitive with increasing numbers of states.","0
"
Availability and implementation: The Source codes can be downloaded at:.,"1
"
"Our JAVA implementation takes $13 minutes for a typical domain with 200 fragments and with parallel computing, genome wide analysis can be easily accomplished within a few hours.","0
"
"In contrast, fit hic and our R implementation of AFC take $4 seconds and $12 minutes, respectively.","0
"
Availability and implementation: Detail implementation steps of the algorithm and the complete result of the transcriptome analysis for a microbial genome Porphyromonas gingivalis W83 can be viewed at.,"1
"
Availability and implementation: R code and data are available at.,"1
"
Availability: The MS windows compatible application is available for download at.,"1
"
The kernels of our algorithms are written in C/Cþþ and highly optimized.,"1
"
"Availability and implementation: gd sfmt and snp relate are available from R CRAN (http://cran.r-project.org), including a vignette.","1
"
"sourceforge net that includes two R packages: gd sfmt to provide efficient, platform independent memory and file management for genome wide numerical data, and snp relate to solve large scale numerically intensive g was calculations (i.e.","0
"
"Both R packages are written in C/C, use the POSIX threads library for shared memory parallel computing on unix like systems and have an R interface in which the kernel has been highly optimized by blocking the computations to exploit the high speed cache memory.","1
"
GDS is also used by an r bioconductor package g was tools as one of its data storage formats ().,"0
"
We detected thousands of synapses in these images and demonstrate the accuracy of our approach using cross validation with manually labeled data and by comparing against existing algorithms and against tools that process standard electron mi-croscopy images.,"0
"
Availability: The source code and scripts used in this article are available for academic use at.,"1
"
It is not intended as an end user tool but to provide a platform for further automation and tools development..,"0
"
"This can be of great benefit to researchers and software developers as relational databases are a widespread, familiar technology and can open up the dataset to many other tools and technologies than can interact via web browser or web based protocols with inherent latency and statelessness.","1
"
"In summary, this is a toolkit for software developers to work with PubChem Bioassay datasets in a consistent manner..","1
"
Availability: The web server for implementing the algorithm and the software code are freely available to the academic community at.,"1
"
"In fact, non code version 2.0 () has 9257/20 7765 = 4.46% nc rnas shorter than 25 nt, suggesting that most ncRNA may produce a sequence fraction with similar length to pirn a.","0
"
Availability and Implementation: Predictions for genes associated with the 960 diseases are available at.,"1
"
Availability and implementation: The new potential is available at.,"1
"
"As the major goal of this study is to develop a protein dna interaction potential for assessing tf dna binding affinity in tf dna docking, non tf protein dna complexes including restriction enzymes and non-specific dna binding proteins are not included in the dataset for potential development.","0
"
"Availability: The R program for predicting mirna mrna targeting relationships using the Lasso regression model is freely available, along with the described datasets and resulting regulatory network, at http://biocompute.bmi.ac.cn/CZlab/alarmnet/.","1
"
Availability: The source code of our algorithm is available at: https:// sourceforge net projects pro lp.,"1
"
"In two real world datasets of genomes from bacteriophages (POGs) and molli cute s (MOGs), an implementation of the edge search algorithm runs about an order of magnitude faster than the original algorithm and scales much better with increasing number of genomes, with only minor differences in the final results, and up to 60 times faster than the popular OrthoMCL program with a 90% overlap between the identified groups of orthologs.","1
"
Availability and implementation: C++ source code freely available.,"1
"
Availability: The source code is freely available for download at.,"1
"
"In doing so, the SKM algorithm derives a 'parameterized' version of the system's Jacobian matrix, in which model parameters encode the partial derivatives of the reaction rates around the steady state ().","1
"
"The SKM experiments presented so far used customized algorithms in which the SK models had been constructed manually 'from scratch' for each pathway (; Reznik and seg r , 2010).","0
"
Development of bioinformatics tools that are capable of accurately detecting perfect IRs can enable genome wide studies of IR patterns in both prokaryotes and eukaryotes.,"0
"
Availability and implementation: The source code is freely available on.,"1
"
"To make genome wide studies of palindromic sequences feasible, we need to develop efficient and accurate tools for detecting both perfect and quasi palindromic sequences (palindromes contain mismatches and or non palindromic spacers).","0
"
"Here we describe a novel algorithm for a tool detecting perfect IRs, implemented as a MATLAB function, capable of running on genome scale inputs.","0
"
"conclusion different from conventional string comparison approaches adopted in the existing tools, our MATLAB program uses a novel prime number based algorithm and can accurately detect nested and overlapping IRs of lengths ranging from 4 to 1000 nt.","0
"
Availability and implementation: The u crs identified for the 15 bacterial species are now freely available at http://ucr.synblex.com.,"1
"
The source code of the programs used in this study is accessible at http://ucr.synblex.com/ bacterial id source code d zip while an automated pipeline for diagnostic target and primer selection is under development.,"1
"
Availability: Implementation in R of our approach can be found at.,"1
"
"Availability: A java program, implementing the methods described in hap finder together with R scripts and datasets for producing the figures presented in this article are publicly available at.","1
"
"We thus introduce hap finder a novel methodological development specifically designed to find haplotypes within a population setting, which complements statistical tools for detecting positive natural selection and facilitates progress in medical genetics by locating the likely haplotype structure that the functional allele will sit on.","1
"
This method has been implemented in a Java program which is packaged together with scripts for producing graphical displays in R and is freely available from http://www.nuscme.org.sg/sgvp/software/hapfinder.html.,"1
"
Availability: Our tool is publically available on the web at.,"1
"
Availability: The results and R package are available at.,"1
"
All the statistical analysis and simulations were performed using the R statistical software version 2.13.1 (R Development Core team with the National Institute of Standards and Technology (NIST) mass spectral library.,"0
"
"An optimal alignment in this approach is, therefore, a chain of fragments with maximum total weight and can be found by dynamic programming, either using standard fragment chaining algorithms (), or by a more space efficient algorithm that is implemented in di align ().","0
"
Availability and implementation: Implementation of solver algorithms and the software are freely available from: https://github.com/wswgG/solver-for-the-Jeffreys-type-equations-system Contact:.,"0
"
Availability: The implementation and detailed protocol of the layer approach is available at.,"1
"
"Availability and Implementation: The Cþþ source code to our program, along with compilation and usage instructions, is available at https.","1
"
Availability and implementation: Scripts created for the experimentation are available at.,"1
"
Availability and implementation: DAMA software is implemented in Cþþ and the source code can be found at.,"1
"
Availability and Implementation: C++ code can be accessed from.,"1
"
Availability and implementation: Software implementing the method described can be down-loaded at.,"1
"
Availability and implementation: Software is available at.,1
